73.7125	65.0102	71.054	70.1923	80.9166	60.0146	80.6563	53.8638	54.7975	83.3535	91.9017	91.7664	83.3282	63.5861	170.011	105.388	122.672	130.848	130.355	186.328	69.9146	244.993	103.41
93.3586	87.122	90.2707	91.2392	99.4747	81.0641	99.0024	74.7115	75.2278	79.5727	85.1391	86.1582	75.5352	61.6171	148.528	102.175	115.121	115.823	140.097	171.884	60.1939	218.686	106.903
141.214	135.949	137.331	138.952	146.553	127.661	146.445	120.414	120.413	82.6559	90.0659	82.3682	75.4657	63.6913	154.381	107.512	120.043	119.482	152.585	187.028	58.5191	226.626	117.122
164.543	161.341	160.183	163.678	170.41	152.994	173.296	145.717	143.735	69.5691	75.8314	64.0047	60.7754	56.4701	129.322	96.2859	104.091	104.242	139.256	172.02	47.9528	200.196	103.62
193.27	188.581	190.77	188.549	198.058	182.811	197.712	170.924	167.01	47.9927	53.6259	38.053	40.3616	39.3778	85.3875	80.4462	79.7818	70.7422	122.947	165.812	31.6476	163.373	81.9255
204.002	197.925	202.358	193.447	207.482	195.968	203.224	179.532	172.844	35.788	42.2446	25.1046	25.3712	28.6597	56.4477	69.6548	58.9012	52.6154	104.156	160.147	16.1609	143.01	66.7426
213.615	207.649	213.207	198.757	215.132	205.728	207.721	185.856	177.95	34.7165	38.6531	21.473	21.5068	25.2899	50.5455	76.5075	60.4988	48.1605	95.5229	192.985	12.1996	141.475	56.8123
191.215	184.499	191.01	173.474	192.838	184.419	182.826	165.085	158.217	32.8078	38.3447	19.3573	21.6023	22.3469	50.5574	68.4137	53.8957	42.3317	85.3379	178.35	12.5821	136.665	52.9029
147.213	141.637	145.81	134.768	149.911	138.588	142.057	127.218	124.986	35.4971	41.5147	24.4945	28.8493	24.0649	68.5019	53.1246	55.8501	56.0126	93.4094	123.746	22.1525	145.363	58.0228
109.497	102.322	106.21	102.357	115.879	95.8302	112.52	88.4547	90.6789	60.2657	69.6188	44.8143	58.7066	44.37	113.727	79.3975	77.184	83.1594	110.072	149.098	54.0207	189.754	75.3479
75.5533	67.427	73.1361	71.4491	81.7609	62.6541	80.2133	56.3288	58.3746	73.8228	81.0742	73.4942	71.306	55.0687	153.5	92.6111	107.776	115.057	123.067	171.243	63.1192	210.977	94.8033
64.0918	56.2303	61.9329	61.5129	70.8137	51.4286	70.3741	46.229	48.0049	86.0949	95.8032	90.724	84.131	70.6576	178.971	119.765	117.057	131.101	144.878	202.244	73.1311	251.216	105.715
